Id,Title,UrlLink,Author,Keywords,CreatedAt,Hidden,PerformanceOnly
823,San Diego Opera Sizzles,http://sdo.media.s3.amazonaws.com/newsPDFs/3128_001.pdf,Ranch & Coast Magazine,NULL,2008-10-24 00:00:00.000,0,0
824,U.S. Marines Return the Favor for 006 Miramar Yote,http://sdo.media.s3.amazonaws.com/newsPDFs/2358_001.pdf,San Diego Business Journal,NULL,2008-10-17 00:00:00.000,0,0
825,Perles before Swine,http://www.metoperafamily.org/operanews/issue/article.aspx?id=5001&issueID=326,Opera News,NULL,2008-10-02 00:00:00.000,0,0
826,Reveles featured at First Thursdays season opener,http://sdo.media.s3.amazonaws.com/newsPDFs/4746_001.pdf,Del Mar Times,NULL,2008-09-12 00:00:00.000,0,0
827,In Quest of Britten - A 2008-09 Itinerary,http://www.operawarhorses.com/2008/08/05/in-quest-of-britten-a-2008-09-itinerary/,Opera Warhorses,NULL,2008-08-20 00:00:00.000,0,0
828,In Quest of Bizet’s “Pearl Fishers” - A 2008-09 Odyssey,http://www.operawarhorses.com/2008/08/11/in-quest-of-bizets-pearl-fishers-a-2008-09-odyssey/,Opera Warhorses,NULL,2008-08-20 00:00:00.000,0,0
829,Muriel Gluck; generous patron of the arts in San Diego and Los Angeles,http://www.signonsandiego.com/uniontrib/20080713/news_1c13gluck.html,The San Diego Union-Tribune,NULL,2008-07-14 00:00:00.000,0,0
830,Kate Aldrich: Walk-In Closet,http://interactives.signonsandiego.com/walkincloset/,The San Diego Union-Tribune,NULL,2008-07-06 00:00:00.000,0,0
831,S.D. Opera hits a home run online,http://www.signonsandiego.com/uniontrib/20080706/news_1a06news.html,The San Diego Union-Tribune,NULL,2008-07-06 00:00:00.000,0,0
832,Sullivan Hill to be sponsor of 2009 opera season,http://sdo.media.s3.amazonaws.com/newsPDFs/1457_001.pdf,San Diego Daily Transcript,NULL,2008-07-03 00:00:00.000,0,0
833,Sullivan Hill to be sponsor of 2009 opera season,http://sdo.media.s3.amazonaws.com/newsPDFs/1458_001.pdf,San Diego Daily Transcript,NULL,2008-07-03 00:00:00.000,0,0
834,"Graham, Swenson, Prina Luminous in S. F.’s Stellar “Ariodante”",http://www.operawarhorses.com/2008/06/17/graham-swenson-prina-luminous-in-s-fs-stellar-ariodante-june-15-2008/,Opera Warhorses,NULL,2008-06-15 00:00:00.000,0,0
835,"Carlsbad students up for $50,000 film prize",http://www.nctimes.com/articles/2008/06/05/entertainment/backstage/z02b6d7057832e0288825745c0077f8de.txt,North County Times,NULL,2008-06-04 00:00:00.000,0,0
836,Graves steps in for 'Don Quixote' role,http://www.signonsandiego.com/uniontrib/20080601/news_1a01news.html,The San Diego Union-Tribune,NULL,2008-06-01 00:00:00.000,0,0
837,To Do List: CityBeat Recommends,http://citybeat.com/gyrobase/Content?oid=145150,Cincinnati CityBeat,NULL,2008-05-28 00:00:00.000,0,0
838,The “Golden West” Does Puccini 2008-2010,http://www.operawarhorses.com/2008/05/28/the-golden-west-does-puccini-2008-2010/,Opera Warhorses,NULL,2008-05-28 00:00:00.000,0,0
839,"The Donizetti Society Attends MARY, QUEEN OF SCOTS",http://www.donizettisociety.com/Pastproductions/SanDiegoMariaS2008/ArticleSanDiegoMariaS2008.htm,Donizetti Society,NULL,2008-05-20 00:00:00.000,0,0
840,Ferruccio Furlanetto,http://sdo.media.s3.amazonaws.com/newsPDFs/FerruccioFurlanetto.pdf,Opera Magazine,NULL,2008-05-19 00:00:00.000,0,0
841,"'Hot' 2009 San Diego Opera season includes 'Tosca,' 'Butterfly' and 'Rigoletto'",http://www.nctimes.com/articles/2008/05/07/entertainment/theater/z38231a4d82f318d888257440005f2616.prt,North County Times,NULL,2008-05-07 00:00:00.000,0,0
842,Zandra Rhodes on KUSI,http://clips.shadowtv.net/media/stv/14323/163/2008/126/11/14323_163_20080505_114259_286.wmv,KUSI,NULL,2008-05-04 00:00:00.000,0,0
843,San Diego Opera sets 2009 season,"http://www.latimes.com/entertainment/la-etw-sdopera4-2008may04,0,1879998.story",Los Angeles Times,NULL,2008-05-04 00:00:00.000,0,0
844,"Anthony Dean Griffey, the tenor from High Point","http://www.calendarlive.com/music/cl-ca-griffey4may04,0,6807522.story","Los Angeles Times, Calendar Live",NULL,2008-05-04 00:00:00.000,0,0
845,Planning an opera? A word of advice: 'Singers are critical to the repertoire',http://www.signonsandiego.com/uniontrib/20080504/news_1a04opera.html,The San Diego Union-Tribune,NULL,2008-05-04 00:00:00.000,0,0
846,Tonight at the opera,http://www.signonsandiego.com/news/features/20080503-9999-1c03tonight.html,The San Diego Union-Tribune,NULL,2008-05-03 00:00:00.000,0,0
847,‘The Pearl Fishers’ dig up a true gem,http://www.gaylesbiantimes.com/?id=12078,Gay and Lesbian Times,NULL,2008-05-01 00:00:00.000,0,0
848,No change of scenery ... but a new cast should give 'Pearl Fishers' 'a different sound and a different approach',http://www.signonsandiego.com/news/features/20080501-9999-1w01fishers.html,The San Diego Union-Tribune,NULL,2008-05-01 00:00:00.000,0,0
849,Keeping track of the traveling 'Pearl',http://www.signonsandiego.com/news/features/20080501-9999-1w01fishbar.html,The San Diego Union-Tribune,NULL,2008-05-01 00:00:00.000,0,0
850,Married opera singers reunite for 'Pearl Fishers',http://www.nctimes.com/articles/2008/04/30/entertainment/theater/nct94372f7a45aceab3882574390060f.txt,North County Times,NULL,2008-04-30 00:00:00.000,0,0
851,Zandra Rhodes and The Pearl Fishers,http://sdo.media.s3.amazonaws.com/newsPDFs/0301_001.pdf,Del Mar Village Voice,NULL,2008-04-24 00:00:00.000,0,0
852,A revealing experience,http://www.signonsandiego.com/uniontrib/20080417/news_1m17bell.html,The San Diego Union-Tribune,NULL,2008-04-17 00:00:00.000,0,0
853,Priti amazing,http://www.signonsandiego.com/uniontrib/20080413/news_1c13singerm.html,The San Diego Union-Tribune,NULL,2008-04-13 00:00:00.000,0,0
854,Tonight at the opera,http://www.signonsandiego.com/uniontrib/20080412/news_1c12tonight.html,The San Diego Union-Tribune,NULL,2008-04-12 00:00:00.000,0,0
855,Soprano Indra Thomas finds her emotional match in Verdi's 'Aida',http://www.signonsandiego.com/uniontrib/20080411/news_1c11aidam.html,The San Diego Union-Tribune,NULL,2008-04-11 00:00:00.000,0,0
856,Baritone who saved 'Cav/Pag' steps into familiar 'Aida' role,http://www.nctimes.com/articles/2008/04/09/entertainment/theater/b9f15a67235370398825742400544eb8.txt,North County Times,NULL,2008-04-09 00:00:00.000,0,0
857,Senior to Senior at San Diego High,http://video.ap.org/v/Default.aspx?partner=en-ap&g=867f47a2-20be-47be-a00f-27ae48813cbc&f=CADIU&mk=en-ap,Sign on San Diego,NULL,2008-03-31 00:00:00.000,0,0
858,Rucker replaces Caproni in CAV/PAG,http://www.nctimes.com/articles/2008/03/26/entertainment/backstage/fffba265e409fede882574110058e87c.txt,North County Times,NULL,2008-03-26 00:00:00.000,0,0
859,Photo Journal: Cavalleria rusticana & Pagliacci at San Diego Opera,http://www.playbillarts.com/features/article/7603.html,Playbill Arts,NULL,2008-03-25 00:00:00.000,0,0
860,Tonight at the opera,http://www.signonsandiego.com/uniontrib/20080322/news_1c22tonight.html,The San Diego Union-Tribune,NULL,2008-03-22 00:00:00.000,0,0
861,Young opera singer prepares for Opening Night,http://www.delmartimes.net/index.php?section=art,Del Mar Times,NULL,2008-03-21 00:00:00.000,0,0
862,"San Diego Opera presents two great tenors, two great sopranos, one great night",http://www.gaylesbiantimes.com/?id=11793,Gay and Lesbian Times,NULL,2008-03-20 00:00:00.000,0,0
863,Beyond the mask: Two tenors tackle San Diego Opera's 'Cav' and 'Pag' double-bill,http://www.nctimes.com/articles/2008/03/19/entertainment/theater/730d6501dd3cc9ca8825740c007b4b4b.txt,North County Times,NULL,2008-03-19 00:00:00.000,0,0
864,"From 'Seinfeld' to Rice Krispies, that sad clown keeps popping up",http://www.signonsandiego.com/uniontrib/20080316/news_1a16operabar.html,The San Diego Union-Tribune,NULL,2008-03-16 00:00:00.000,0,0
865,Ermonela Jaho saves the day - again,http://intermezzo.typepad.com/intermezzo/2008/03/ermonela-jaho-s.html,Intermezzo,NULL,2008-03-16 00:00:00.000,0,0
866,A pair of Aces,http://www.signonsandiego.com/uniontrib/20080316/news_1a16tenors.html,The San Diego Union-Tribune,NULL,2008-03-16 00:00:00.000,0,0
867,"Photo Journal: Mary, Queen of Scots at San Diego Opera",http://www.playbillarts.com/features/article/7585.html,Playbill Arts,NULL,2008-03-12 00:00:00.000,0,0
868,An opera note,http://www.signonsandiego.com/uniontrib/20080226/news_1m26bell.html,The San Diego Union-Tribune,NULL,2008-02-27 00:00:00.000,0,0
869,San Diego Opera’s clash of the queens,http://www.gaylesbiantimes.com/?id=11594,Gay and Lesbian Times,NULL,2008-02-21 00:00:00.000,0,0
870,Ovacionan a Maria Estuardo,http://www.frontera.info/edicionimpresa/suscripciones3/EdImpresaNotas.asp?numnota=556290&fecha=19/02/2008,Frontera,NULL,2008-02-21 00:00:00.000,0,0
871,Purple Reigns for 'San Diego Opera's 'A Royal Rendezvous',http://thesocialdiary.com/opera2008.html,The Social Diary,NULL,2008-02-20 00:00:00.000,0,0
872,Tonight at the opera,http://www.signonsandiego.com/uniontrib/20080216/news_1c16operam.html,The San Diego Union-Tribune,NULL,2008-02-16 00:00:00.000,0,0
873,Imaginary Elizabethan rivalry explored in Donizetti opera,http://www.nctimes.com/articles/2008/02/14/entertainment/theater/12_05_182_13_08.txt,North County Times,NULL,2008-02-14 00:00:00.000,0,0
874,Mary Queen of Scots,http://sdo.media.s3.amazonaws.com/newsPDFs/mosaico02112008.pdf,Frontera,NULL,2008-02-11 00:00:00.000,0,0
875,"California Does ""Cav"" and ""Pag""",http://www.operawarhorses.com/2008/02/09/california-does-cav-and-pag/,Opera Warhorses,NULL,2008-02-11 00:00:00.000,0,0
876,Clash of the divas comes to S.D. Opera,http://www.signonsandiego.com/uniontrib/20080211/news_1c11opera.html,The San Diego Union-Tribune,NULL,2008-02-11 00:00:00.000,0,0
877,"Classical Voice chats with San Diego Opera's Maria, Queen of Scots",http://www.classicalvoice.org/articles/nu_agilbert0208cv.htm,Classical Voice,NULL,2008-02-11 00:00:00.000,0,0
878,Who You Gonna Call?,http://www.sandiegomagazine.com/media/San-Diego-Magazine/February-2008/Who-You-Gonna-Call/,San Diego Magazine,NULL,2008-02-07 00:00:00.000,0,0
879,In Quest of Exotic French Opera - 2008,http://www.operawarhorses.com/2008/02/01/in-quest-of-exotic-french-opera-2008/,Opera Warhorses,NULL,2008-02-04 00:00:00.000,0,0
880,USD lecturer returns with San Diego Opera previews,http://www.signonsandiego.com/news/northcounty/20080125-9999-1mi25opera.html,The San Diego Union-Tribune,NULL,2008-01-29 00:00:00.000,0,0
881,A Cornucopia – A look at SDO's 2008 Season,http://www.mvdaily.com/articles/2008/01/san-diego1.htm,Music and Vision Daily,NULL,2008-01-28 00:00:00.000,0,0
882,Tonight at the opera,http://www.signonsandiego.com/uniontrib/20080126/news_1c26tonightm.html,The San Diego Union-Tribune,NULL,2008-01-28 00:00:00.000,0,0
883,Tannhäuser,http://sdo.media.s3.amazonaws.com/newsPDFs/frontera01282008.pdf,Frontera,NULL,2008-01-28 00:00:00.000,0,0
884,Neiman Marcus Hosts New Oscar de la Renta Collections for San Diego Opera Medallists,http://thesocialdiary.com/operaoscarnmfashionluncheon2008.html,The Social Diary,NULL,2008-01-24 00:00:00.000,0,0
885,San Diego Opera opens season with long-awaited 'Tannheuser',http://www.nctimes.com/articles/2008/01/23/entertainment/theater/13_32_201_23_08.txt,North County Times,NULL,2008-01-23 00:00:00.000,0,0
886,"Tom's Tips for the L. A. and San Diego Opera Scenes, Part II",http://www.operawarhorses.com/2008/01/20/toms-tips-for-the-l-a-and-san-diego-opera-scenes-part-ii/,Opera Warhorses,NULL,2008-01-22 00:00:00.000,0,0
887,Looking beyond composer’s dark shadow,http://www.signonsandiego.com/uniontrib/20080121/news_1c21wagnerm.html,The San Diego Union-Tribune,NULL,2008-01-21 00:00:00.000,0,0
888,California Does Wagner – 2008,http://www.operawarhorses.com/2008/01/12/california-does-wagner-2008/,Opera Warhorses,NULL,2008-01-16 00:00:00.000,0,0
889,A pilgrim's prayer answered - the making of San Diego Opera's Tannhäuser,http://www.classicalvoice.org/articles/nu_campbell0108.htm,Classical Voice,NULL,2008-01-16 00:00:00.000,0,0
890,Opera: Streaming live,http://www.sdnews.com/vnews/display.v/ART/2008/01/10/47867fec33def,San Diego Downtown News,NULL,2008-01-10 00:00:00.000,0,0
891,Love triangles set stage for political intrigues in grand opera style,http://www.sddt.com/Search/article.cfm?SourceCode=20071108tbj,The Daily Transcript,NULL,2007-11-08 00:00:00.000,0,0
892,The irresistible duet beckons from varied stages,http://www.signonsandiego.com/uniontrib/20071028/news_lz1a28duets.html,The San Diego Union-Tribune,NULL,2007-10-28 00:00:00.000,0,0
893,Charismatic S. F. “Tannhauser”,http://www.operawarhorses.com/2007/11/11/charismatic-s-f-tannhauser-october-12-2007/,Opera Warhorses,NULL,2007-10-12 00:00:00.000,0,0
894,"Oceanside native lets down hair with his original ""Rumpelstiltskin""",http://www.nctimes.com/articles/2007/10/03/entertainment/music/12_56_0710_3_07.txt,North County Times,NULL,2007-10-03 00:00:00.000,0,0
895,Retirement TV — Living Live! Takes A Look at San Diego Opera's Supernumeraries...,http://www.rl.tv/Home/OurShows/LivingLive/ShowClips/tabid/304/channel/15/scid/1222/Default.aspx,Retirement Living TV,NULL,2007-06-24 00:00:00.000,0,0
896,Street Scene announces Del Mar Lineup,http://www.nctimes.com/articles/2007/06/22/entertainment/backstage/202007110016.txt,North County Times,NULL,2007-06-20 00:00:00.000,0,0
897,Elizabeth Futral to Step In as Nedda for San Diego Opera's Pagliacci Next March,http://www.playbillarts.com/news/article/6638.html,Playbill Arts,NULL,2007-06-13 00:00:00.000,0,0
898,"Young Gencer's Stunning ""Lucia"" at L. A. Shrine - November 10, 1957",http://www.operawarhorses.com/2007/05/24/young-gencers-stunning-lucia-at-l-a-shrine-november-10-1957/,Opera Warhorses,NULL,2007-05-24 00:00:00.000,0,0
899,"'Cav and Pag,' 'Tannheuser' and Cura debut highlight San Diego Opera's 2008 season",http://www.nctimes.com/articles/2007/05/09/entertainment/theater/9_58_295_9_07.txt,North County Times,NULL,2007-05-09 00:00:00.000,0,0
900,San Diego Opera Announces 2008 International Season,http://www.playbillarts.com/news/article/6445.html,Playbill Arts,NULL,2007-05-07 00:00:00.000,0,0
901,S.D. Opera season strives to 'advance the knowledge of the audience',http://www.signonsandiego.com/uniontrib/20070506/news_lz1a06opera.html,The San Diego Union-Tribune,NULL,2007-05-06 00:00:00.000,0,0
902,Signature role in 'The Marriage of Figaro' has served opera soprano Isabel Bayrakdarian very well,http://www.signonsandiego.com/uniontrib/20070504/news_lz1c04soprano.html,The San Diego Union-Tribune,NULL,2007-05-04 00:00:00.000,0,0
903,"'Marriage of Figaro' cast rejoices in opera's timeless story, characters",http://www.nctimes.com/articles/2007/05/02/entertainment/theater/10_21_145_2_07.txt,North County Times,NULL,2007-05-02 00:00:00.000,0,0
904,Richard Bernstein makes his San Diego Opera Debut,http://www.sdjewishjournal.com/stories/xarchive.php?id=126,Jewish Journal,NULL,2007-04-30 00:00:00.000,0,0
905,"The set – 'grand, evocative, even frightening at times' – is at the heart of S.D. Opera's 'Wozzeck'",http://www.signonsandiego.com/uniontrib/20070422/news_lz1a22tower.html,The San Diego Union-Tribune,NULL,2007-04-22 00:00:00.000,0,0
906,Wozzeck Multimedia,http://www.signonsandiego.com/news/features/multimedia/wozzeck/index.html,The San Diego Union-Tribune,NULL,2007-04-20 00:00:00.000,0,0
907,"Photo Journal: San Diego Opera's Brave, Inventive Wozzeck",http://www.playbillarts.com/news/article/6338.html,Playbill Arts,NULL,2007-04-18 00:00:00.000,0,0
908,Serial Drama,http://www.metoperafamily.org/operanews/issue/article.aspx?id=2086&issueID=86,Opera News,NULL,2007-04-01 00:00:00.000,0,0
909,Transgender Person Copes,https://jpatrickford.me/2017/10/25/transgenger/,Opera Scene,As_One,2017-10-27 00:00:00.000,0,0
910,As One,http://lgbtweekly.com/2017/10/26/as-one/,"LGBT Weekly ",As_One,2017-10-29 00:00:00.000,0,0
911,'As One' at San Diego Tells Story of Transgender Woman's Transition,http://www.nbcsandiego.com/news/local/As-One-at-San-Diego-Tells-Story-of-Transgender-Transition-453217673.html,NB 7/39,As_One,2017-10-29 00:00:00.000,0,0
912,TRANSFORMING THE FACE OF SELF-DISCOVERY,http://www.ragemonthly.com/2017/11/01/san-diego-opera/,"Rage Monthly ",As_One,2017-11-01 00:00:00.000,0,0
913,"Coming Together ""As One""`",http://sdjewishjournal.com/sdjj/november-2017/coming-together-as-one/,San Diego Jewish Journal,As_One,2017-11-02 00:00:00.000,0,0
914,"BWW Interview: Laura Kaminsky Composer of AS ONE at Joan B Kroc Theatre, San Diego",https://www.broadwayworld.com/bwwopera/article/BWW-Interview-Laura-Kaminsky-Composer-of-AS-ONE-at-Joan-B-Kroc-Theatre-San-Diego-20171103,Broadway World,As_One,2017-11-03 00:00:00.000,0,0
915,"Transgender Opera Explores Identity, Self",http://www.sandiegouniontribune.com/entertainment/theater/sd-et-opera-asone-20171105-story.html,San Diego Union Tribune,As_One,2017-11-05 00:00:00.000,0,0
916,‘As One’ Is A Modern Opera About Transitioning,http://www.kpbs.org/news/2017/nov/10/one-modern-opera-about-transitioning/,KPBS,As_One,2017-11-10 00:00:00.000,0,0
917,"  ‘As One’ Live Performance From The San Diego Opera",http://www.kpbs.org/news/2017/nov/08/one-live-performance-san-diego-opera/,KPBS,As_One,2017-11-10 00:00:00.000,0,0
918,"Review: San Diego Opera’s Production of Kaminsky’s Moving, Brilliant ‘As One’",http://www.sandiegostory.com/san-diego-operas-production-of-kaminskys-moving-brilliant-as-one/,"San Diego Story ",As_One,2017-11-11 00:00:00.000,0,0
919,Review: The transgender experience is lovingly explored in San Diego Opera’s “As One”,http://www.operawest.com/san-diego-opera-as-one/,OperaWest,As_One,2017-11-11 00:00:00.000,0,0
920,"Review: San Diego Opera's 'As One' a heartfelt, daring mix of music and gender identity",http://www.sandiegouniontribune.com/entertainment/theater/sd-me-review-opera-20171111-story.html,San Diego Union Tribune,As_One,2017-11-11 00:00:00.000,0,0
921,Review: “As One” from San Diego Opera has harmony and heart,https://talktheatretome.com/2017/11/11/one-san-diego-opera-harmony-heart/amp/,Talk Theatre To Me,As_One,2017-11-11 00:00:00.000,0,0
922,Review: “AS ONE” Mini Review,http://www.patlauner.com/as-one-mini-review/,PatLauner.com,As_One,2017-11-10 00:00:00.000,0,0
923,Review: San Diego Opera's Production of AS ONE at Joan B Kroc Theatre,https://www.broadwayworld.com/bwwopera/article/BWW-Review-SAN-DIEGO-OPERAS-PRODUCTION-OF-AS-ONE-at-Joan-B-Kroc-Theatre-20171114,"Broadway World ",As_One,2017-11-14 00:00:00.000,0,0
924,Review: AS ONE (San Diego Opera),http://www.stageandcinema.com/2017/11/12/as-one/,Stage and Cinema,As_One,2017-11-14 00:00:00.000,0,0
925,Review: As One a Haunting Success in San Diego,http://www.operatoday.com/content/2017/11/as_one_a_haunti.php,Opera Today,As_One,2017-11-22 00:00:00.000,0,0
926,San Diego Arts 2017: Classical Music,http://www.sandiegostory.com/san-diego-arts-2017-classical-music-herman/,"San Diego Story ",NULL,2017-12-31 00:00:00.000,0,0
927,Opera on the West Coast,https://bachtrack.com/feature-opera-on-the-west-coast-los-angeles-san-francisco-seattle-san-diego-january-2018,Bachtrack,NULL,2018-01-01 00:00:00.000,0,0
928,CHRISTMAS GIFTS FOR OPERA CAST,https://jpatrickford.me/2017/12/29/holiday-giftssdo2018-xmas-opera-scene-holiday-gifts-christmas-gifts-for-opera-cast-by-john-patrick-ford-during-the-holiday-break-in-the-san-diego-opera-season-a-light-hearted-commentary-about-opera/,Opera Scene,NULL,2017-01-29 00:00:00.000,0,0
929,"Tango Comes to the Opera ",http://www.sandiegouniontribune.com/entertainment/theater/sd-et-opera-maria-20180121-story.html,San Diego Union Tribune,Maria_de_Buenos_Aires,2018-01-21 00:00:00.000,0,0
930,Baritone Paul La Rosa: the Inside Story of ‘María de Buenos Aires’,http://www.sandiegostory.com/baritone-paul-la-rosa-the-inside-story-of-maria-de-buenos-aires/,"San Diego Story ","Maria_de_Buenos_Aires ",2018-01-19 00:00:00.000,0,0
931,BWW Interview: Bruce Stasyna of MARIA DE BUENOS AIRES at Lyceum Theater,https://www.broadwayworld.com/bwwopera/article/BWW-Interview-Bruce-Stasyna-of-MARIA-DE-BUENOS-AIRES-at-Lyceum-Theater-20180124,Broadway World,Maria_de_Buenos_Aires,2018-01-24 00:00:00.000,0,0
932,"Tango Revival Comes to San Diego ",https://jpatrickford.me/2018/01/26/tango-revival-comes-to-opera/,Opera Scene,Maria_de_Buenos_Aires,2018-01-26 00:00:00.000,0,0
933,Tango Pulses Through San Diego Opera’s ‘Maria De Buenos Aires’,http://www.kpbs.org/news/2018/jan/25/tango-pulses-through-san-diego-operas-maria-de-bue/,KPBS,"Maria_de_Buenos_Aires ",2018-01-26 00:00:00.000,0,0
934,Review - Moody Pictures Painted in Maria de Buenos Aires,http://www.sandiegouniontribune.com/entertainment/theater/sd-me-review-opera-20180127-story.html,San Diego Union Tribune,"Maria_de_Buenos_Aires ",2018-01-27 00:00:00.000,0,0
935,Review - Piazzolla’s Tango Opera: A Smoldering Surrealist Portrait,http://www.sandiegostory.com/piazzollas-tango-opera-a-smoldering-surrealist-portrait/,"San Diego Story ","Maria_de_Buenos_Aires ",2018-01-27 00:00:00.000,0,0
936,Review - San Diego Opera’s Sensual and Thought Provoking “Maria de Buenos Aires”,http://www.operawest.com/san-diego-operas-sensual-and-thought-provoking-maria-de-buenos-aires/,OperaWest,Maria_de_Buenos_Aires,2018-01-28 00:00:00.000,0,0
937,Review -  Maria de Buenos Aires,https://www.broadwayworld.com/san-diego/article/BWW-Review-MARIA-DE-BUENOS-AIRES-at-The-Lyceum-Theater-20180201,"Broadway World ",Maria_de_Buenos_Aires,2018-02-01 00:00:00.000,0,0
938,San Diego Opera teams up with SDSU,http://thedailyaztec.com/87419/artsandculture/san-diego-opera-teams-up-with-sdsu/,The Daily Aztec,NULL,2018-02-01 00:00:00.000,0,0
939,San Diego Opera Ball ‘Pretty in Pink’ happening April 7,http://www.kusi.com/san-diego-opera-ball-pretty-in-pink-happening-april-7/,KUSI,NULL,2018-02-10 00:00:00.000,0,0
940,Review: Riveting Maria de San Diego,http://www.operatoday.com/content/2018/02/riveting_maria_.php,OperaToday,Maria_de_Buenos_Aires,2018-02-11 00:00:00.000,0,0
941,Soprano Angel Joy Blue Debuts as Liù in San Diego Opera’s ‘Turandot’,http://www.sandiegostory.com/soprano-angel-joy-blue-debuts-as-liu-in-san-diego-operas-turandot/,San Diego Story,Turandot,2018-02-13 00:00:00.000,0,0
942,Sitting Down with Lise Lindstrom,http://www.operavivra.com/articles/interviews/sitting-down-with-lise-lindstrom/,Opera Vivra,Turandot,2018-02-16 00:00:00.000,0,0
943,Rising star joins veteran singers for San Diego Opera's 'Turandot',http://www.sandiegouniontribune.com/entertainment/theater/sd-et-opera-turandot-20180218-story.html,San Diego Union Tribune,Turandot,2018-02-18 00:00:00.000,0,0
944,Lise Lindstrom TO SING TURANDOT IN SAN DIEGO OPERA'S PRODUCTION at the San Diego Civic Center,https://www.broadwayworld.com/bwwopera/article/BWW-Interview-Lise-Lindstrom-TO-SING-TURANDOT-IN-SAN-DIEGO-OPERAS-PRODUCTION-at-the-San-Diego-Civic-Center-20180218,Broadway World,Turandot,2018-02-19 00:00:00.000,0,0
945,"Soprano Lise Lindstrom Returns to San Diego Opera Singing her Acclaimed, Signature Turandot",http://www.sandiegostory.com/soprano-lise-lindstrom-returns-to-san-diego-opera-singing-her-acclaimed-signature-turandot/,"San Diego Story ",Turandot,2018-02-20 00:00:00.000,0,0
946," San Diego Opera Pre-Ball Reception",http://www.ranchandcoast.com/2018/02/22/san-diego-opera-pre-ball-reception-2/,"Ranch and Coast Magazine ",NULL,2018-02-23 00:00:00.000,0,0
947,"'Figaro,' 'Rigoletto' highlight upcoming San Diego Opera season ",http://www.sandiegouniontribune.com/entertainment/theater/sd-et-opera-season-20180225-story.html,San Diego Union Tirbune,NULL,2018-02-25 00:00:00.000,0,0
948,David Bennett Announces San Diego Opera’s 2018-2019 Season,http://www.sandiegostory.com/david-bennett-announces-san-diego-operas-2018-2019-season/,"San Diego Story ",NULL,2018-02-25 00:00:00.000,0,0
949,Puccini's 'Turandot' at San Diego Opera Civic Theatre through March 4,http://www.kusi.com/puccinis-turandot-at-san-diego-opera-civic-theatre-through-march-4/,"KUSI News ",Turandot,2018-02-24 00:00:00.000,0,0
950,Lush singing decorates lavish San Diego Opera production of 'Turandot',http://www.sandiegouniontribune.com/entertainment/theater/sd-me-review-turandot-20180226-story.html,San Diego Union Tribune,Turandot,2018-02-25 00:00:00.000,0,0
951,Puccini’s ‘Turandot’–Grand Opera Produced in Sumptuous Style,http://www.sandiegostory.com/puccinis-turandot-grand-opera-produced-in-sumptuous-style/,San Diego Story,Turandot,2018-02-25 00:00:00.000,0,0
952,Puccini’s “Turandot” is a Hit for San Diego Opera,http://www.operawest.com/puccinis-turandot-is-a-hit-for-san-diego-opera/,"Opera West ",Turandot,2018-02-26 00:00:00.000,0,0
953,"Ailyn Pérez, Ginger Costa-Jackson, Frederica Von Stade Lead San Diego Opera’s 2018-19 Season",http://operawire.com/ailyn-perez-ginger-costa-jackson-frederica-von-stade-lead-san-diego-operas-2018-19-season/,Opera Wire,NULL,2018-02-25 00:00:00.000,0,0
954,Review: An emphatically sung Turandot wrapped in a wild cocktail of colour makes a splash at San Diego Opera,http://operachaser.blogspot.com/2018/03/an-emphatically-sung-turandot-wrapped.html,"OperaChaser ",Turandot,2018-03-01 00:00:00.000,0,0
955,Review: Turandot in San Diego - Prima la voce,http://www.operatoday.com/content/2018/03/turandot_in_san.php,OperaToday,Turandot,2018-03-01 00:00:00.000,0,0
956,Interview with Opera Singer Angel Joy Blue,https://vimeo.com/258376613?ref=em-share,"Theatre Corner ",Turandot,2018-03-03 00:00:00.000,0,0
957,Fashion Files: Pretty in Pink Fashion Show,https://sandiegodowntownnews.com/fashion-files-march-2-2018/,"San Diego Downtown News ",NULL,2018-03-02 00:00:00.000,0,0
958,Sitting down with Angel Joy Blue,http://www.operavivra.com/articles/interviews/sitting-down-with-angel-joy-blue/,Opera Vivra,Turandot,2018-03-04 00:00:00.000,0,0
959,Review: Tales of an Ice Queen -  ‘Turandot’ at The San Diego Opera,https://timesofsandiego.com/arts/2018/03/04/tales-of-an-ice-queen-turandot-at-the-san-diego-opera/,Times of San Diego,Turandot,2018-03-05 00:00:00.000,0,0
960,Soprano Elaine Alvarez Journeys with Opera Composer Daniel Catán into the Jungles of Brazil,http://www.sandiegostory.com/soprano-elaine-alvarez-journeys-with-opera-composer-daniel-catan-into-the-jungles-of-brazil/,"San Diego Story ",Florencia_en_el_Amazonas,2018-03-07 00:00:00.000,0,0
961,"Florencia en el Amazonas, del compositor mexicano Daniel Catán se presentará en San Diego",https://tijuanotas.com/florencia-amazonas-del-compositor-mexicano-daniel-catan-se-presentara-san-diego/,Tijuanotas,Florencia_en_el_Amazonas,2018-03-07 00:00:00.000,0,0
962,Ópera mexicana “Florencia en el Amazonas” será presentada en San Diego,https://www.20minutos.com.mx/noticia/340925/0/opera-mexicana-florencia-en-el-amazonas-sera-presentada-en-san-diego/,20 Minutos,Florencia_en_el_Amazonas,2018-03-06 00:00:00.000,0,0
